TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-01-23,2026-01-23,CM,NSE,STK,16921,INE144J01027,20MICRONS,EQ,,,,,20 MICRONS LTD,180.55,182.0,178.2,179.01,178.2,180.07,,179.0,,,90742,16323786.28,2007,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,4,INE253B01015,21STCENMGM,EQ,,,,,21ST CENTURY MGMT SERVICE,39.63,41.0,39.58,39.58,39.58,40.38,,39.58,,,1301,51871.25,49,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,13061,INE466L01038,360ONE,EQ,,,,,360 ONE WAM LIMITED,1109.9,1134.1,1100.2,1112.3,1112.6,1106.3,,1112.3,,,1476232,1652122578.9,45879,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,30105,INF579M01BB5,GOLD360,EQ,,,,,360ONEAMC - GOLD360,151.1,153.65,148.35,151.5,151.7,145.25,,151.5,,,174913,26425006.3,2207,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,756150,INF579M01BC3,SILVER360,EQ,,,,,360ONEAMC - SILVER360,292.66,331.42,292.66,307.17,307.6,282.86,,307.18,,,338696,104995675.17,6766,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,6232,INE748C01038,3IINFOLTD,EQ,,,,,3I INFOTECH LIMITED,14.7,15.0,14.7,14.86,14.94,14.91,,14.86,,,228847,3407163.28,1178,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,474,INE470A01017,3MINDIA,EQ,,,,,3M INDIA LIMITED,33900.0,34100.0,33225.0,33315.0,33250.0,33900.0,,33315.85,,,1691,56653040.0,1045,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,2595,INE105C01023,3PLAND,EQ,,,,,3P LAND HOLDINGS LIMITED,36.8,36.8,34.8,35.03,35.19,35.13,,35.04,,,1942,68266.97,58,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,445,INE618L01018,5PAISA,EQ,,,,,5PAISA CAPITAL LIMITED,353.6,356.45,334.0,337.2,336.1,353.6,,337.2,,,73935,25421292.0,4104,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,11868,INE111B01023,63MOONS,EQ,,,,,63 MOONS TECHNOLOGIES LTD,619.9,623.15,585.2,589.8,587.0,617.25,,589.75,,,121901,73064631.6,4540,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,759130,INE08PH01015,ABCOTS,EQ,,,,,A B COTSPIN INDIA LIMITED,414.0,414.0,395.6,408.6,411.3,407.8,,408.45,,,19539,8050934.4,222,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,27020,INE00YB01025,ABINFRA,EQ,,,,,A B INFRABUILD LIMITED,19.0,19.0,17.9,17.99,18.12,18.64,,17.99,,,444978,8070639.41,1240,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,20906,INE619I01012,A2ZINFRA,EQ,,,,,A2Z INFRA ENGINEERING LTD,14.4,14.82,13.99,14.2,14.12,14.12,,14.2,,,285825,4127452.16,508,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,23729,INE883F01010,AADHARHFC,EQ,,,,,AADHAR HOUSING FINANCE L,472.0,472.0,466.1,468.4,467.75,470.05,,468.4,,,261668,122554900.0,6598,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,235,INE087Z01024,AAKASH,EQ,,,,,AAKASH EXPLORATION SER L,7.96,8.23,7.72,7.9,7.98,7.88,,7.9,,,65532,518471.67,378,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,5245,INE198H01019,AAREYDRUGS,EQ,,,,,AAREY DRUGS & PHARM LTD,65.44,68.8,65.25,68.77,68.8,65.53,,68.77,,,257600,17632983.2,890,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,1030,INE721Z01010,AARON,EQ,,,,,AARON INDUSTRIES LIMITED,154.5,157.25,152.0,155.53,152.0,154.96,,155.53,,,7164,1113219.68,294,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,17145,INE01C001026,AARTECH,EQ,,,,,AARTECH SOLONICS LIMITED,47.55,48.4,45.72,46.3,45.85,47.47,,46.3,,,50936,2407559.73,778,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,4481,INE767A01016,AARTIDRUGS,EQ,,,,,AARTI DRUGS LTD.,375.75,378.5,366.2,370.05,370.05,375.7,,370.05,,,102127,37842193.8,12671,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,7,INE769A01020,AARTIIND,EQ,,,,,AARTI INDUSTRIES LTD,347.8,357.75,345.3,352.8,351.0,346.45,,352.85,,,926961,328341994.75,21255,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,13868,INE0LRU01027,AARTIPHARM,EQ,,,,,AARTI PHARMALABS LIMITED,761.6,778.75,755.35,768.7,768.6,760.15,,768.65,,,277301,213041880.4,13470,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,19233,INE09EO01013,AARTISURF,EQ,,,,,AARTI SURFACTANTS LIMITED,434.0,434.0,393.0,405.75,411.0,434.6,,405.8,,,26327,10765669.15,1524,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,19073,INE754X01016,AARVI,EQ,,,,,AARVI ENCON LIMITED,122.0,122.48,118.51,118.73,118.51,121.55,,118.73,,,6733,809388.37,304,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,5385,INE216P01012,AAVAS,EQ,,,,,AAVAS FINANCIERS LIMITED,1463.0,1512.8,1453.5,1479.5,1463.2,1462.8,,1479.35,,,227896,339681093.8,20048,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,13288,INE00ZE01026,AFSL,EQ,,,,,ABANS FINANCIAL SRVCS LTD,201.5,202.23,201.0,201.01,201.79,201.0,,201.0,,,11916,2396394.38,114,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,13,INE117A01022,ABB,EQ,,,,,ABB INDIA LIMITED,4760.0,4775.0,4668.5,4694.5,4696.0,4755.5,,4694.45,,,114255,537808162.0,14922,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,17903,INE358A01014,ABBOTINDIA,EQ,,,,,ABBOTT INDIA LIMITED,27850.0,28100.0,27555.0,27780.0,27915.0,27725.0,,27782.2,,,3524,97977140.0,2314,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,5549,INE251C01025,ABMINTLLTD,EQ,,,,,ABM INTERNATIONAL LTD,35.7,38.38,35.7,35.7,35.7,35.61,,35.7,,,530,19114.34,16,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,22,INE012A01025,ACC,EQ,,,,,ACC LIMITED,1728.2,1729.0,1663.9,1669.1,1678.9,1728.2,,1669.15,,,291265,493352737.3,17946,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,7053,INE793A01012,ACCELYA,EQ,,,,,ACCELYA SOLN INDIA LTD,1336.0,1347.9,1314.0,1318.2,1315.0,1336.8,,1318.15,,,6248,8288321.0,952,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,1465,INE648Z01023,ACCURACY,EQ,,,,,ACCURACY SHIPPING LIMITED,4.91,5.16,4.86,4.97,5.07,4.86,,5.0,,,137169,680799.89,817,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,11779,INE543V01017,ACEINTEG,EQ,,,,,ACE INTEGRATED SOLU. LTD.,19.7,20.69,19.1,19.3,19.4,19.89,,19.3,,,3794,73014.82,83,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,27061,INE622W01025,ACMESOLAR,EQ,,,,,ACME SOLAR HOLDINGS LTD,207.7,208.86,198.51,198.96,199.3,206.75,,198.95,,,336073,68381729.28,8751,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,13587,INE731H01025,ACE,EQ,,,,,ACTION CONST EQUIP LTD,812.0,814.75,788.0,791.35,791.35,806.95,,791.35,,,191227,152874270.35,18369,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,5578,INE00FF01025,ACUTAAS,EQ,,,,,ACUTAAS CHEMICALS LIMITED,1664.8,1674.0,1636.6,1653.4,1650.0,1644.4,,1653.35,,,206857,341798418.4,17083,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,10217,INE931S01010,ADANIENSOL,EQ,,,,,ADANI ENERGY SOLUTION LTD,925.0,925.0,803.1,812.7,825.8,924.8,,812.75,,,7623697,6418441418.2,123144,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,25,INE423A01024,ADANIENT,EQ,,,,,ADANI ENTERPRISES LIMITED,2080.5,2082.5,1848.0,1864.2,1861.8,2086.4,,1864.1,,,7492631,14386285453.9,229436,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,3563,INE364U01010,ADANIGREEN,EQ,,,,,ADANI GREEN ENERGY LTD,909.0,909.0,765.0,772.8,779.4,904.3,,772.7,,,22973223,18468814749.5,307283,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,15083,INE742F01042,ADANIPORTS,EQ,,,,,ADANI PORT & SEZ LTD,1417.0,1417.0,1292.0,1308.4,1314.9,1414.2,,1308.35,,,6380222,8498626270.0,156201,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,17388,INE814H01029,ADANIPOWER,EQ,,,,,ADANI POWER LTD,141.0,142.9,128.1,132.96,133.8,140.92,,132.95,,,52434571,7037442767.38,298618,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,6066,INE399L01023,ATGL,EQ,,,,,ADANI TOTAL GAS LIMITED,550.65,550.65,507.05,517.45,518.65,548.0,,517.4,,,2182806,1135303611.4,68036,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,19761,INE982B01027,ADFFOODS,EQ,,,,,ADF FOODS LIMITED,183.72,184.0,175.05,176.54,176.6,183.72,,176.5,,,46428,8282856.14,1552,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,6018,INE404A01024,ABSLAMC,EQ,,,,,ADIT BIRL SUN LIF AMC LTD,802.0,827.5,774.85,780.5,780.0,774.25,,780.5,,,1306938,1048563489.5,54610,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,21614,INE674K01013,ABCAPITAL,EQ,,,,,ADITYA BIRLA CAPITAL LTD.,354.55,358.0,344.3,347.45,346.0,354.5,,347.45,,,3892734,1370651274.5,49748,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,30108,INE647O01011,ABFRL,EQ,,,,,ADITYA BIRLA FASHION & RT,64.0,64.18,61.2,61.64,61.6,63.69,,61.63,,,7741505,481916427.67,31091,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,756843,INE14LE01019,ABLBL,EQ,,,,,ADITYA BIRLA LIFES BRAN L,106.6,106.95,102.25,103.52,103.13,106.5,,103.55,,,2192555,230239842.06,25054,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,15239,INE865C01022,BIRLAMONEY,EQ,,,,,ADITYA BIRLA MONEY LTD,124.18,124.18,115.75,117.41,118.0,122.66,,117.4,,,68293,8202926.65,2168,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,625,INE055A01016,ABREL,EQ,,,,,ADITYA BIRLA REAL EST LTD,1362.7,1362.7,1280.0,1288.6,1291.0,1346.0,,1288.5,,,240373,313767804.6,20121,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,758858,INE819V01029,CPPLUS,EQ,,,,,ADITYA INFOTECH LIMITED,1430.4,1440.9,1380.0,1395.0,1390.0,1430.4,,1394.95,,,84820,119710193.1,7801,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,25984,INE679V01027,AVL,EQ,,,,,ADITYA VISION LIMITED,485.0,485.0,473.85,481.75,475.05,480.7,,481.65,,,62178,29815024.85,8270,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,23804,INF209KB18D3,BSLGOLDETF,EQ,,,,,ADITYBIRLA SL GOLD ETF-GR,137.08,141.96,134.3,135.83,135.94,133.08,,135.83,,,2542417,345555101.54,8988,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,24781,INF209KB19D1,BSLNIFTY,EQ,,,,,ADITYBIRLA SL NIF ETF-GR,30.19,30.19,29.17,29.2,29.32,29.46,,29.2,,,332777,9768972.41,5121,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,34,INE045A01017,ADOR,EQ,,,,,ADOR WELDING LTD,1026.1,1044.0,1000.0,1002.3,1010.0,1031.8,,1002.2,,,10023,10190197.2,1341,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,4953,INE737B01033,ADROITINFO,EQ,,,,,ADROIT INFOTECH LIMITED,10.05,10.05,9.58,9.66,9.6,9.91,,9.66,,,24610,239479.93,183,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,760657,INE0ALI01010,ADVAIT,EQ,,,,,ADVAIT ENRGY TRANSITION L,1443.4,1445.9,1377.0,1385.3,1399.0,1432.7,,1385.25,,,27712,39047014.4,5521,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,759402,INE1B0W01010,ADVANCE,EQ,,,,,ADVANCE AGROLIFE LIMITED,134.75,136.76,127.15,128.4,128.89,133.89,,128.4,,,326468,43170796.38,3010,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,18039,INE837H01020,ADVENZYMES,EQ,,,,,ADVANCED ENZYME TECH LTD,272.2,275.1,266.35,268.4,267.55,271.95,,268.4,,,102371,27708957.45,2964,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,14745,INE199C01026,ADVANIHOTR,EQ,,,,,ADVANI HOT.& RES.(I) LTD,60.9,65.5,60.15,62.14,62.45,60.09,,62.13,,,500871,31521706.24,3140,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,759769,INE28GN01010,ADVENTHTL,EQ,,,,,ADVENT HOTELS INTERNATI L,191.66,192.78,168.41,175.8,177.51,191.66,,175.8,,,689007,121373749.53,17690,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,40,INE208C01025,AEGISLOG,EQ,,,,,AEGIS LOGISTICS LIMITED,660.0,660.05,644.15,651.35,645.5,658.4,,651.35,,,505613,328611654.65,24149,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,757336,INE0INX01018,AEGISVOPAK,EQ,,,,,AEGIS VOPAK TERMINALS LTD,207.0,207.04,199.84,201.22,201.58,205.41,,201.2,,,304743,62190031.76,7372,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,760234,INE947N01017,AEQUS,EQ,,,,,AEQUS LIMITED,134.73,137.59,132.76,134.53,134.82,134.14,,134.55,,,693887,93655847.87,9594,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,12015,INE065D01027,AEROENTER,EQ,,,,,AEROFLEX ENTERPRISES LTD,85.94,88.6,79.0,79.71,79.3,86.13,,79.7,,,394362,32332075.61,3444,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,18268,INE024001021,AEROFLEX,EQ,,,,,AEROFLEX INDUSTRIES LTD,168.3,168.3,158.0,158.8,158.5,165.62,,158.8,,,460247,74314744.56,6540,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,13689,INE035801013,AERONEU,EQ,,,,,AEROFLEX NEU LIMITED,71.86,71.99,69.05,69.68,69.05,70.49,,69.65,,,19016,1341796.64,273,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,9810,INE0BWX01014,AETHER,EQ,,,,,AETHER INDUSTRIES LIMITED,980.0,980.0,949.4,968.35,964.9,979.35,,968.35,,,152706,147419917.95,13213,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,25977,INE101I01011,AFCONS,EQ,,,,,AFCONS INFRASTRUCTURE LTD,345.6,349.4,331.25,340.4,333.8,345.65,,340.25,,,294504,99833122.0,9761,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,11343,INE00WC01027,AFFLE,EQ,,,,,AFFLE 3I LIMITED,1610.0,1612.6,1573.0,1579.8,1579.8,1609.4,,1579.8,,,139683,221593657.9,16419,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,25855,INE692Z01013,AFFORDABLE,EQ,,,,,AFFORD ROBO & AUTO LTD,170.0,174.51,161.71,164.44,165.0,166.71,,164.45,,,24061,4033805.25,789,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,3389,INE204E01012,AGARIND,EQ,,,,,AGARWAL INDS CORP LTD.,686.0,695.0,668.0,672.5,668.0,696.45,,672.55,,,9930,6707620.9,999,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,1412,INE415A01038,AGI,EQ,,,,,AGI GREENPAC LIMITED,660.05,684.7,653.0,659.45,656.0,661.35,,659.45,,,84636,56519478.5,6206,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,24445,INE976R01033,AGIIL,EQ,,,,,AGI INFRA LIMITED,252.7,255.95,250.0,250.9,250.85,250.9,,250.9,,,337121,85064352.95,3584,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,9046,INE740V01019,AGROPHOS,EQ,,,,,AGRO PHOS INDIA LIMITED,36.16,38.47,36.06,36.31,36.74,37.26,,36.31,,,11951,444731.98,386,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,2004,INE00PV01013,AHLADA,EQ,,,,,AHLADA ENGINEERS LIMITED,51.04,52.85,50.6,50.76,50.7,51.04,,50.76,,,21080,1090048.83,124,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,17833,INE758C01029,AHLUCONT,EQ,,,,,AHLUWALIA CONT IND LTD,875.0,891.0,821.3,830.95,828.5,874.65,,830.9,,,61094,51713250.45,5769,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,13086,INE212H01026,AIAENG,EQ,,,,,AIA ENGINEERING LIMITED,3769.5,3785.3,3706.5,3729.9,3730.0,3758.2,,3729.9,,,58062,216592330.1,7274,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,9874,INE805A01014,GOLDTECH,EQ,,,,,AION-TECH SOLUTIONS LTD,46.25,46.3,39.97,42.12,41.0,45.33,,42.13,,,113132,4776545.33,1974,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,9897,INE645W01026,AIRAN,EQ,,,,,AIRAN LIMITED,14.84,14.84,13.66,13.79,13.95,14.6,,13.79,,,133327,1878144.77,1180,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,6068,INE801L01010,AIROLAM,EQ,,,,,AIRO LAM LIMITED,90.36,94.87,86.31,89.6,89.6,90.49,,89.6,,,1853,163967.12,69,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,8124,INE031B01049,AJANTPHARM,EQ,,,,,AJANTA PHARMA LIMITED,2715.0,2717.4,2672.1,2699.6,2700.0,2717.6,,2699.6,,,73196,197354292.6,10516,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,29624,INE274Y01021,AJAXENGG,EQ,,,,,AJAX ENGINEERING LIMITED,509.0,509.9,473.25,486.75,486.0,506.55,,486.75,,,328872,159119440.25,15439,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,17307,INE298G01035,AJMERA,EQ,,,,,AJMERA REALTY & INF I LTD,151.0,153.7,147.0,148.4,149.15,150.95,,148.35,,,218950,32897848.65,2966,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,3403,INE820Y01021,AJOONI,EQ,,,,,AJOONI BIOTECH LIMITED,3.84,3.91,3.82,3.85,3.87,3.84,,3.85,,,223494,863263.61,489,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,13510,INE737W01013,AKASH,EQ,,,,,AKASH INFRA-PROJECTS LTD,24.12,25.59,24.12,24.39,24.33,24.12,,24.39,,,7175,176883.25,83,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,2176,INE00Y801016,AKG,EQ,,,,,AKG EXIM LIMITED,13.39,13.39,13.02,13.17,13.24,13.19,,13.17,,,28887,380610.19,97,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,14890,INE642Z01026,AKI,EQ,,,,,AKI INDIA LIMITED,6.05,6.69,6.05,6.19,6.34,6.38,,6.19,,,55890,349762.07,218,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,24159,INE916Y01027,AFIL,EQ,,,,,AKME FINTRADE (INDIA) LTD,5.24,5.24,4.95,4.96,4.98,5.11,,4.96,,,1745041,8709315.09,2234,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,8591,INE523B01011,AKSHOPTFBR,EQ,,,,,AKSH OPTIFIBRE LIMITED,5.64,5.9,5.2,5.47,5.43,5.62,,5.47,,,313701,1751274.34,1012,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,9558,INE256Z01025,AKSHAR,EQ,,,,,AKSHAR SPINTEX LIMITED,0.49,0.51,0.48,0.49,0.5,0.48,,0.49,,,1340154,660944.15,623,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,20178,INE542B01011,AKSHARCHEM,EQ,,,,,AKSHARCHEM INDIA LIMITED,233.89,233.89,225.44,229.35,230.0,227.72,,229.3,,,3220,731811.44,128,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,24715,INE09XN01023,AKUMS,EQ,,,,,AKUMS DRUGS AND PHARMA L,420.75,428.0,417.95,424.8,424.0,420.5,,424.75,,,81267,34459369.2,2661,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,1467,INE133A01011,AKZOINDIA,EQ,,,,,AKZO NOBEL INDIA LIMITED,2923.0,2956.6,2910.0,2938.6,2925.0,2934.6,,2938.55,,,20440,60096198.1,5670,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,9921,INE914E01040,ALANKIT,EQ,,,,,ALANKIT LIMITED,10.0,10.1,9.65,9.77,10.0,9.68,,9.78,,,361732,3552808.65,1167,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,17256,INE155C01010,ALBERTDAVD,EQ,,,,,ALBERT DAVID LIMITED,692.6,698.8,685.05,689.75,698.8,686.4,,689.75,,,1024,705362.65,118,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,79,INE426A01027,ALEMBICLTD,EQ,,,,,ALEMBIC LIMITED,94.0,94.0,91.0,91.89,93.0,93.54,,91.9,,,175819,16164078.74,2397,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,25328,INE901L01018,APLLTD,EQ,,,,,ALEMBIC PHARMA LTD,768.8,768.8,761.05,764.55,765.0,769.4,,764.5,,,22832,17470639.4,3684,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,761270,INE598D01035,ALGOQUANT,EQ,,,,,ALGOQUANT FINTECH LIMITED,64.8,64.8,61.57,62.21,61.57,63.56,,62.2,,,256634,16194002.71,2748,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,13656,INE062D01024,ALICON,EQ,,,,,ALICON CASTALLOY LIMITED,683.1,696.1,666.0,674.75,679.9,693.55,,675.5,,,5176,3533095.05,653,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,5265,INE03Q201024,ALIVUS,EQ,,,,,ALIVUS LIFE SCIENCES LTD,887.0,909.4,861.5,883.5,877.5,861.5,,883.4,,,208919,186609232.85,20217,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,16959,INE773I01017,ALKALI,EQ,,,,,ALKALI METALS LTD,73.44,73.49,68.0,69.4,69.49,72.54,,69.4,,,5854,413216.73,213,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,11703,INE540L01014,ALKEM,EQ,,,,,ALKEM LABORATORIES LTD.,5785.0,5811.5,5724.0,5750.5,5749.0,5758.5,,5750.4,,,77302,446583486.0,15532,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,4487,INE150B01039,ALKYLAMINE,EQ,,,,,ALKYL AMINES CHEM. LTD,1585.4,1597.9,1555.0,1562.3,1556.0,1597.8,,1562.3,,,28053,44176449.5,4247,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,758448,INE0GV601021,ALLTIME,EQ,,,,,ALL TIME PLASTICS LIMITED,250.3,256.35,222.0,227.7,226.4,254.05,,227.65,,,807211,187707662.2,20482,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,13501,INE418H01029,ALLCARGO,EQ,,,,,ALLCARGO LOGISTICS LTD,9.31,9.42,9.0,9.17,9.16,9.31,,9.17,,,5081385,46555360.71,8897,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,17778,INE0NN701020,ATL,EQ,,,,,ALLCARGO TERMINALS LTD,24.6,24.6,23.0,23.23,23.37,23.99,,23.23,,,352051,8255250.01,1845,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,11798,INE835G01018,ALLDIGI,EQ,,,,,ALLDIGI TECH LIMITED,784.0,800.8,784.0,793.05,797.5,792.8,,793.05,,,3479,2759506.95,403,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,24308,INE552Z01027,ABDL,EQ,,,,,ALLIED BLEND N DISTILS L,445.5,462.3,436.9,448.7,446.8,445.5,,448.7,,,790604,354569368.2,26522,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,14813,INE102I01027,ADSL,EQ,,,,,ALLIED DIGITAL SERV. LTD,124.48,124.48,118.92,120.04,119.0,123.82,,120.05,,,106378,12894519.44,2467,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,16719,INE326B01035,ALMONDZ,EQ,,,,,ALMONDZ GLOBAL SEC LTD,15.23,15.97,14.3,14.85,15.03,15.65,,14.86,,,259382,3895123.63,1354,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,17675,INE270A01029,ALOKINDS,EQ,,,,,ALOK INDUSTRIES LIMITED,14.95,14.95,14.3,14.43,14.45,14.77,,14.43,,,5347962,77475998.25,10870,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,14848,INE385I01010,ALPA,EQ,,,,,ALPA LABORATORIES LTD,65.22,67.22,62.02,63.93,63.0,65.22,,63.95,,,11291,726921.04,329,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,14597,INE137C01018,ALPHAGEO,EQ,,,,,ALPHAGEO (INDIA) LIMITED,205.48,209.65,198.0,199.57,199.0,204.56,,199.6,,,5246,1060124.66,218,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,760740,INE121R01077,AMAGI,EQ,,,,,AMAGI MEDIA LABS LIMITED,371.95,391.8,365.6,375.65,373.9,365.6,,375.65,,,4941533,1877607843.65,98632,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,758909,INE084K01015,AMANTA,EQ,,,,,AMANTA HEALTHCARE LIMITED,101.49,102.79,98.25,100.06,99.1,101.21,,100.05,,,32689,3312286.83,666,F1,1,,,,,
