TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-01-23,2026-01-23,CM,NSE,STK,17279,INE153T01027,BLS,EQ,,,,,BLS INTL SERVS LTD,285.9,287.35,273.35,275.05,275.0,284.15,,275.1,,,724443,202494223.7,19083,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,7480,INE472B01011,BLUECOAST,EQ,,,,,BLUE COAST HOTELS LIMITED,27.0,28.69,27.0,27.99,27.99,27.51,,28.12,,,2132,58203.81,44,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,495,INE233B01017,BLUEDART,EQ,,,,,BLUE DART EXPRESS LTD,5339.0,5344.5,5280.0,5298.5,5288.0,5327.0,,5298.55,,,15655,82952756.5,3766,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,19686,INE0KBH01020,BLUEJET,EQ,,,,,BLUE JET HEALTHCARE LTD,457.5,457.5,423.0,432.45,436.65,453.55,,432.45,,,348855,153713521.05,11251,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,8311,INE472A01039,BLUESTARCO,EQ,,,,,BLUE STAR LIMITED,1709.3,1745.0,1690.6,1698.1,1721.1,1709.3,,1698.1,,,346663,594800042.2,19966,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,759291,INE304W01038,BLUESTONE,EQ,,,,,BLUESTONE JEWEL LFSTL LTD,482.0,506.85,425.6,456.9,470.0,475.0,,457.05,,,3708844,1705109596.45,78128,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,757520,INE0U4101014,BLUSPRING,EQ,,,,,BLUSPRING ENTERPRISES LTD,63.6,63.6,56.2,59.99,59.4,62.49,,59.96,,,477579,28554540.65,7596,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,759256,INE965W01036,BMWVENTLTD,EQ,,,,,BMW VENTURES LIMITED,57.41,57.55,56.25,56.64,57.0,57.53,,56.63,,,140251,7948078.4,1655,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,25017,INE338D01028,BODALCHEM,EQ,,,,,BODAL CHEMICALS LTD,47.75,48.2,46.63,47.06,47.6,47.57,,47.06,,,55780,2643968.59,703,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,14150,INE0EEJ01023,BTML,EQ,,,,,BODHI TREE MULTIMEDIA LTD,7.98,8.4,7.72,8.12,8.4,7.77,,8.11,,,387651,3120231.77,1382,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,11640,INE802W01023,BOHRAIND,EQ,,,,,BOHRA INDUSTRIES LIMITED,15.31,16.43,15.2,15.21,15.8,15.8,,15.21,,,20332,314072.22,63,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,380,INE050A01025,BBTC,EQ,,,,,BOMBAY BURMAH TRADING COR,1780.0,1807.9,1728.7,1733.2,1752.0,1780.6,,1733.2,,,27322,48184075.0,4886,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,513,INE032A01023,BOMDYEING,EQ,,,,,BOMBAY DYEING & MFG. CO L,114.76,115.6,110.32,111.22,110.99,114.76,,111.2,,,645523,72918816.94,7853,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,809,INE032Z01020,BSHSL,EQ,,,,,BOMBAY SUPER HYBRID SEEDS,95.1,96.76,91.06,93.01,92.46,95.07,,93.01,,,6409,600125.85,267,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,19401,INE02PY01013,BOROLTD,EQ,,,,,BOROSIL LIMITED,254.0,255.75,245.1,247.0,245.1,253.5,,247.0,,,47845,11937931.8,1445,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,3149,INE666D01022,BORORENEW,EQ,,,,,BOROSIL RENEWABLES LTD,525.0,525.0,501.0,504.25,501.5,523.65,,504.3,,,137414,70360733.65,7638,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,24014,INE02L001032,BOROSCI,EQ,,,,,BOROSIL SCIENTIFIC LTD,105.25,106.45,103.9,105.13,105.86,105.21,,105.15,,,29677,3107993.85,784,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,4491,INE782A01015,BOSCH-HCIL,EQ,,,,,BOSCH HOME COMFRT IND LTD,1391.1,1391.1,1324.4,1345.6,1349.8,1391.0,,1345.65,,,3256,4423102.8,776,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,2181,INE323A01026,BOSCHLTD,EQ,,,,,BOSCH LIMITED,35865.0,35865.0,35140.0,35265.0,35350.0,35710.0,,35265.15,,,26686,944956405.0,10104,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,530,INE110A01019,BPL,EQ,,,,,BPL LTD,59.16,59.5,56.51,57.16,57.45,59.16,,57.16,,,45267,2622777.9,834,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,24814,INE02RE01045,FIRSTCRY,EQ,,,,,BRAINBEES SOLUTIONS LTD,273.9,275.0,268.6,271.75,274.05,273.9,,271.75,,,800566,216962088.1,17679,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,7780,INE977Y01011,BCONCEPTS,EQ,,,,,BRAND CONCEPTS LIMITED,280.2,299.9,270.25,281.2,299.85,274.4,,281.2,,,5265,1465216.3,455,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,15184,INE791I01019,BRIGADE,EQ,,,,,BRIGADE ENTER. LTD,780.5,787.6,751.1,760.15,764.8,779.8,,760.15,,,1405372,1068496196.15,60038,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,757794,INE03NU01014,BRIGHOTEL,EQ,,,,,BRIGADE HOTEL VENTURE LTD,61.0,63.0,58.02,58.84,58.83,60.96,,58.84,,,229340,13699564.52,3008,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,8833,INE425B01027,BCG,EQ,,,,,BRIGHTCOM GROUP LIMITED,9.21,9.3,8.88,8.94,8.93,9.14,,8.94,,,6260869,56504606.28,7560,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,547,INE216A01030,BRITANNIA,EQ,,,,,BRITANNIA INDUSTRIES LTD,5950.0,5964.0,5813.5,5835.0,5822.0,5932.0,,5835.0,,,142248,835989243.5,18969,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,25136,INE650L01011,BROOKS,EQ,,,,,BROOKS LAB LIMITED,67.8,67.8,65.0,65.52,65.7,67.06,,65.54,,,16361,1075150.35,290,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,19585,INE118H01025,BSE,EQ,,,,,BSE LIMITED,2722.0,2742.0,2677.9,2685.4,2680.0,2708.6,,2685.4,,,2160443,5832464964.6,80318,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,559,INE594B01012,BSL,EQ,,,,,BSL LTD,138.99,138.99,132.68,135.04,135.5,133.16,,135.05,,,956,128718.55,54,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,2716,INE295F01017,BUTTERFLY,EQ,,,,,BTRFLY GANDHI APPL LTD,606.05,611.85,586.6,592.95,608.5,606.6,,594.45,,,3016,1803745.15,390,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,7227,INE0BV301023,MAPMYINDIA,EQ,,,,,C.E. INFO SYSTEMS LIMITED,1351.0,1358.9,1293.3,1305.5,1298.6,1346.0,,1305.5,,,172277,227557849.9,8662,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,8341,INE526B01014,CALSOFT,EQ,,,,,CALIFORNIA SOFTWARE CO LT,13.9,14.49,13.9,14.15,14.16,14.22,,14.15,,,29393,414372.27,149,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,14218,INE627H01017,CTE,EQ,,,,,CAMBRIDGE TECH ENTER LTD,37.0,37.0,35.02,35.67,36.0,36.71,,35.67,,,8827,316223.31,119,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,6216,INE052I01032,CAMLINFINE,EQ,,,,,CAMLIN FINE SCIENCES LTD,144.69,147.84,141.35,143.07,142.0,145.39,,143.1,,,286744,41209907.66,4716,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,9362,INE278Y01022,CAMPUS,EQ,,,,,CAMPUS ACTIVEWEAR LIMITED,256.0,258.75,248.1,250.4,248.4,254.8,,250.4,,,189639,48249920.45,6041,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,583,INE477A01020,CANFINHOME,EQ,,,,,CAN FIN HOMES LTD,912.5,915.0,895.5,898.1,895.5,912.5,,898.1,,,119053,107610392.85,10931,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,10794,INE476A01022,CANBK,EQ,,,,,CANARA BANK,155.7,156.78,150.92,151.81,151.8,154.68,,151.8,,,26875350,4147949389.67,100008,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,759477,INE01TY01017,CANHLIFE,EQ,,,,,CANARA HSBC LIFE INS CO L,149.81,153.53,145.79,146.52,148.0,149.69,,146.5,,,1711794,254514949.61,26338,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,759311,INE218I01013,CRAMC,EQ,,,,,CANARA ROBECO AMC LIMITED,263.8,263.8,249.7,250.35,250.4,263.85,,250.35,,,770992,196966287.6,21910,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,20160,INE068L01024,CANTABIL,EQ,,,,,CANTABIL RETAIL LTD,285.5,286.15,276.0,277.3,279.95,284.5,,277.3,,,83689,23553438.55,1345,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,21749,INE264T01014,CAPACITE,EQ,,,,,CAPACITE INFRAPROJECT LTD,223.7,224.5,215.05,216.0,215.35,223.2,,216.0,,,138918,30420538.2,3252,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,759867,INE0ILV01024,CAPILLARY,EQ,,,,,CAPILLARY TECHNO INDIA L,624.0,624.95,606.0,616.55,615.45,622.35,,616.55,,,100922,62121097.7,3634,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,756015,INE345H01024,CIFL,EQ,,,,,CAPITAL INDIA FINANCE LTD,32.8,33.41,32.04,32.47,32.2,32.49,,32.47,,,364042,11891267.05,1962,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,22675,INE646H01017,CAPITALSFB,EQ,,,,,CAPITAL SMALL FIN BANK L,254.0,257.7,252.35,254.35,255.0,253.9,,254.35,,,14302,3649828.8,439,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,19447,INE707C01018,CAPTRUST,EQ,,,,,CAPITAL TRUST LIMITED,17.33,17.33,16.3,16.97,17.22,16.51,,16.95,,,476137,8118625.32,1041,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,3906,INE475E01026,CAPLIPOINT,EQ,,,,,CAPLIN POINT LAB LTD.,1730.0,1748.6,1709.6,1723.0,1748.6,1736.0,,1722.95,,,65712,113504842.8,8470,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,20329,INE180C01042,CGCL,EQ,,,,,CAPRI GLOBAL CAPITAL LTD,168.64,169.83,166.0,166.96,167.0,168.64,,167.1,,,640822,107309242.42,10889,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,595,INE120A01034,CARBORUNIV,EQ,,,,,CARBORUNDUM UNIVERSAL LTD,814.0,826.2,811.0,818.2,811.1,814.9,,818.15,,,138631,113441353.45,8423,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,29113,INE752H01013,CARERATING,EQ,,,,,CARE RATINGS LIMITED,1570.0,1597.8,1551.0,1566.5,1560.8,1581.5,,1566.5,,,18425,29095707.6,3227,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,758941,INE0P6P01016,CPEDU,EQ,,,,,CAREER POINT EDUTECH LTD,210.1,222.0,202.1,204.25,206.9,212.3,,204.3,,,8151,1717523.6,691,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,28879,INE0V7W01012,CARRARO,EQ,,,,,CARRARO INDIA LIMITED,503.0,503.0,478.4,482.8,482.65,496.5,,482.8,,,75719,37284609.1,5310,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,5407,INE290S01011,CARTRADE,EQ,,,,,CARTRADE TECH LIMITED,2540.0,2557.7,2418.0,2446.9,2438.0,2535.1,,2446.95,,,254007,626824651.0,24256,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,1879,INE482D01024,CARYSIL,EQ,,,,,CARYSIL LIMITED,770.0,770.3,747.0,753.45,753.0,764.25,,753.45,,,41426,31493073.65,4196,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,1250,INE172A01027,CASTROLIND,EQ,,,,,CASTROL INDIA LIMITED,186.5,186.5,183.1,183.68,183.7,186.04,,183.7,,,1082808,200031616.91,12316,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,11452,INE421D01022,CCL,EQ,,,,,CCL PRODUCTS (I) LTD,932.4,940.9,918.05,925.65,924.6,932.35,,925.7,,,78502,72712354.9,6276,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,15254,INE482A01020,CEATLTD,EQ,,,,,CEAT LIMITED,3756.2,3762.0,3687.1,3718.2,3710.0,3738.8,,3718.05,,,134863,500994762.4,14414,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,24742,INE0AG901020,CEIGALL,EQ,,,,,CEIGALL INDIA LIMITED,279.9,280.3,271.5,274.85,275.0,277.0,,274.8,,,205268,56703379.1,4188,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,13162,INE185H01016,CELEBRITY,EQ,,,,,CELEBRITY FASHIONS LTD,7.67,7.93,7.02,7.15,7.06,7.66,,7.15,,,84702,615728.07,561,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,19795,INE0LMW01024,CELLO,EQ,,,,,CELLO WORLD LIMITED,509.55,512.0,500.0,501.0,502.0,509.55,,501.0,,,38457,19402793.35,3366,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,5622,INE686A01026,CEMPRO,EQ,,,,,CEMINDIA PROJECTS LIMITED,647.6,649.4,621.65,625.05,623.7,642.35,,625.0,,,169150,107182980.9,8420,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,14894,INE483A01010,CENTRALBK,EQ,,,,,CENTRAL BANK OF INDIA,37.35,37.35,36.2,36.31,36.32,37.2,,36.31,,,5119690,187876879.12,16233,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,21174,INE736A01011,CDSL,EQ,,,,,CENTRAL DEPO SER (I) LTD,1356.6,1374.0,1322.5,1326.3,1326.6,1356.6,,1326.3,,,1204091,1626258593.9,44537,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,2454,INE660C01027,CENTRUM,EQ,,,,,CENTRUM CAPITAL LIMITED,25.35,25.87,24.15,24.4,24.61,25.47,,24.4,,,268136,6638143.81,966,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,14982,INE320B01020,CENTUM,EQ,,,,,CENTUM ELECTRONICS LTD,2250.0,2250.0,2150.0,2202.9,2190.0,2250.7,,2202.5,,,24804,54188816.6,5074,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,619,INE485A01015,CENTENKA,EQ,,,,,CENTURY ENKA LTD,442.05,454.45,430.2,446.7,450.05,445.65,,446.7,,,26993,12014695.5,1141,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,11511,INE281A01026,CENTEXT,EQ,,,,,CENTURY EXTRUSIONS LTD,22.0,22.99,20.51,21.53,20.6,22.01,,21.54,,,173724,3860132.82,814,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,13305,INE348B01021,CENTURYPLY,EQ,,,,,CENTURY PLYBOARDS (I) LTD,751.9,752.2,728.0,739.45,735.65,744.25,,739.8,,,26382,19589332.6,3932,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,15039,INE739E01017,CERA,EQ,,,,,CERA SANITARYWARE LTD,5015.5,5035.5,4920.0,4939.0,4925.0,5031.0,,4939.05,,,13544,66979984.0,3868,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,628,INE486A01021,CESC,EQ,,,,,CESC LTD,143.7,145.15,139.9,140.43,140.1,143.45,,140.45,,,1619223,230822767.55,39566,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,760,INE067A01029,CGPOWER,EQ,,,,,CG POWER AND IND SOL LTD,574.0,576.2,547.35,549.1,551.0,574.25,,549.1,,,3868313,2153552735.1,72578,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,8546,INE427F01016,CHALET,EQ,,,,,CHALET HOTELS LIMITED,842.1,843.9,812.3,820.05,819.0,840.4,,820.25,,,51531,42513056.95,6422,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,3482,INE419D01026,CLSEL,EQ,,,,,CHAMAN LAL SETIA EXP LTD,240.55,244.1,234.35,237.0,234.35,244.1,,237.0,,,38577,9234573.6,1178,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,637,INE085A01013,CHAMBLFERT,EQ,,,,,CHAMBAL FERTILIZERS LTD,428.95,441.05,425.05,435.55,436.5,426.65,,435.55,,,2229996,968023983.9,41020,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,757989,INE0TGX01019,CHEMBONDCH,EQ,,,,,CHEMBOND CHEMICAL LIMITED,146.53,149.7,143.21,143.47,143.21,149.19,,143.55,,,13984,2030308.03,642,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,14618,INE995D01025,CHEMBOND,EQ,,,,,CHEMBOND MATERIALTECH LTD,162.0,162.0,152.08,155.13,159.59,161.98,,155.15,,,14930,2328995.36,988,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,270,INE03YM01018,CHEMCON,EQ,,,,,CHEMCON SPECIAL CHEM LTD,176.29,177.23,168.0,169.78,169.98,176.21,,169.75,,,27864,4783775.26,1719,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,2799,INE783X01023,CHEMFAB,EQ,,,,,CHEMFAB ALKALIS LIMITED,409.45,413.0,382.6,391.5,383.2,401.0,,391.55,,,17568,6956445.95,2512,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,5449,INE488A01050,CHEMPLASTS,EQ,,,,,CHEMPLAST SANMAR LIMITED,256.0,257.8,241.1,245.2,241.2,255.35,,245.15,,,91703,22639540.65,8629,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,2049,INE178A01016,CHENNPETRO,EQ,,,,,CHENNAI PETROLEUM CORP LT,828.1,848.95,824.6,842.2,845.6,827.45,,842.3,,,828608,694104373.7,25783,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,9879,INE974B01016,CHEVIOT,EQ,,,,,CHEVIOT COMPANY LIMITED,1001.7,1001.7,988.9,992.1,991.1,998.6,,990.05,,,897,891858.1,124,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,8866,INE102B01014,CHOICEIN,EQ,,,,,CHOICE INTERNATIONAL LTD,785.0,785.8,754.2,760.05,755.0,783.45,,760.05,,,348010,266920046.95,8757,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,759610,INF2KCX01012,CHOICEGOLD,EQ,,,,,CHOICEAMC - CHOICEGOLD,150.68,155.73,150.68,152.97,153.47,150.68,,152.97,,,211412,32392455.85,2458,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,21740,INE149A01033,CHOLAHLDNG,EQ,,,,,CHOLAMANDALAM FIN HOL LTD,1657.9,1657.9,1614.8,1622.5,1625.2,1645.5,,1622.5,,,656894,1069423003.7,24725,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,685,INE121A01024,CHOLAFIN,EQ,,,,,CHOLAMANDALAM IN & FIN CO,1664.0,1667.0,1638.3,1643.2,1648.7,1664.0,,1643.2,,,1068908,1768500865.0,47662,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,14937,INE536H01010,CIEINDIA,EQ,,,,,CIE AUTOMOTIVE INDIA LTD,413.0,424.85,408.65,410.75,412.0,409.6,,410.75,,,319651,133670944.05,15312,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,5142,INE675C01017,CIGNITITEC,EQ,,,,,CIGNITI TECHNOLOGIES LTD,1663.0,1663.0,1584.0,1596.9,1600.0,1663.5,,1596.9,,,90410,145722765.3,5238,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,27161,INE704H01022,CINELINE,EQ,,,,,CINELINE INDIA LIMITED,85.9,88.97,85.0,85.03,85.05,85.18,,84.99,,,18422,1577217.08,82,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,8024,INE039B01026,CINEVISTA,EQ,,,,,CINEVISTA LIMITED,15.52,15.88,14.61,14.92,14.71,15.77,,14.92,,,19679,301291.27,96,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,694,INE059A01026,CIPLA,EQ,,,,,CIPLA LTD,1372.2,1385.9,1303.0,1315.0,1322.3,1370.4,,1315.0,,,6590032,8805880479.8,174755,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,5701,INE491A01021,CUB,EQ,,,,,CITY UNION BANK LTD,284.0,284.0,273.35,275.45,275.5,283.2,,275.45,,,1194672,333532397.85,25816,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,20223,INE201M01029,CLEDUCATE,EQ,,,,,CL EDUCATE LIMITED,76.2,76.99,70.2,72.03,73.0,77.18,,72.09,,,29978,2214145.33,579,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,5049,INE227W01023,CLEAN,EQ,,,,,CLEAN SCIENCE & TECH LTD,879.95,881.8,850.0,854.45,855.0,878.2,,854.45,,,149535,128520257.3,13855,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,7603,INE925R01014,CMSINFO,EQ,,,,,CMS INFO SYSTEMS LIMITED,327.3,328.1,318.25,319.6,319.15,327.3,,319.6,,,540328,173916578.25,20553,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,20374,INE522F01014,COALINDIA,EQ,,,,,COAL INDIA LTD,424.0,425.8,415.4,418.4,418.05,423.2,,418.4,,,6520896,2737156087.7,78501,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,21508,INE704P01025,COCHINSHIP,EQ,,,,,COCHIN SHIPYARD LIMITED,1499.0,1504.0,1474.0,1488.4,1488.9,1498.2,,1488.35,,,444823,660928643.3,25210,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,11165,INE335K01011,COFFEEDAY,EQ,,,,,COFFEE DAY ENTERPRISE LTD,32.5,32.52,31.23,31.36,31.4,32.34,,31.36,,,580627,18434609.13,3534,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,11543,INE591G01025,COFORGE,EQ,,,,,COFORGE LIMITED,1673.9,1710.0,1629.4,1636.4,1642.0,1687.7,,1636.4,,,3575484,5911889906.6,125697,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,17945,INE03QK01018,COHANCE,EQ,,,,,COHANCE LIFESCIENCES LTD,387.0,388.0,379.2,381.6,382.05,386.85,,381.6,,,380413,145533072.75,15656,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,15141,INE259A01022,COLPAL,EQ,,,,,COLGATE PALMOLIVE LTD.,2185.0,2185.9,2158.0,2166.3,2158.0,2179.6,,2166.3,,,342718,743538383.9,19537,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,31138,INE453B01029,COMPUSOFT,EQ,,,,,COMPUCOM SOFTWARE LTD,14.12,14.54,13.75,14.38,14.48,14.12,,14.38,,,22939,325778.04,261,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,342,INE596I01020,CAMS,EQ,,,,,COMPUTER AGE MNGT SER LTD,709.2,717.95,675.1,679.4,679.4,707.75,,679.4,,,2007665,1389363534.8,75379,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,18060,INE338H01029,CONCORDBIO,EQ,,,,,CONCORD BIOTECH LIMITED,1260.2,1260.2,1242.0,1247.9,1245.4,1263.1,,1247.8,,,84026,104813972.1,4940,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,28764,INE037Z01029,CEWATER,EQ,,,,,CONCORD ENVIRO SYSTEMS L,399.85,401.45,390.3,390.9,391.5,397.1,,390.9,,,10924,4302440.75,819,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,10238,INE552D01024,CONFIPET,EQ,,,,,CONFIDENCE PETRO IND LTD.,32.58,32.75,31.65,31.98,32.3,32.58,,31.98,,,250260,8015104.37,1573,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,11731,INE025A01027,CONSOFINVT,EQ,,,,,CONSO. FIN. & HOLD. LTD.,154.01,183.0,154.01,167.16,168.88,153.42,,167.16,,,99033,17087522.21,1646,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,4749,INE111A01025,CONCOR,EQ,,,,,CONTAINER CORP OF IND LTD,495.95,497.85,478.0,479.75,479.0,494.35,,479.75,,,2067105,1009259278.75,42013,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,17477,INE663B01015,CONTROLPR,EQ,,,,,CONTROL PRINT LIMITED,680.0,687.1,666.3,680.2,678.95,667.95,,680.2,,,39186,26585672.35,3068,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,4007,INE558D01021,CORALFINAC,EQ,,,,,CORAL INDIA FIN & HOUS LT,37.06,37.23,36.31,36.55,36.31,36.75,,36.57,,,25957,955177.85,333,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,15271,INE792I01017,CORDSCABLE,EQ,,,,,CORDS CABLE INDUS LTD.,161.0,161.0,154.15,154.85,155.9,158.67,,154.85,,,14174,2227229.11,620,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,739,INE169A01031,COROMANDEL,EQ,,,,,COROMANDEL INTERNTL. LTD,2284.0,2290.0,2232.5,2247.9,2243.8,2280.2,,2247.9,,,352674,796951320.6,31409,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,760254,INE02ZQ01018,CORONA,EQ,,,,,CORONA REMEDIES LIMITED,1393.9,1477.3,1363.9,1404.8,1394.9,1390.6,,1404.25,,,111406,159014887.4,13948,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,742,INE757A01017,COSMOFIRST,EQ,,,,,COSMO FIRST LIMITED,619.0,619.0,575.0,577.4,576.95,613.05,,577.4,,,100488,59116025.8,4007,F1,1,,,,,
2026-01-23,2026-01-23,CM,NSE,STK,6385,INE652F01027,CCHHL,EQ,,,,,COUNTRY CLUB HOSP HOL LTD,13.58,14.08,13.58,13.69,13.68,13.82,,13.69,,,34827,482546.43,137,F1,1,,,,,
